"072"	"294"
"TRINITY_DN6726_c0_g1_i14"	246.379	33.817
"TRINITY_DN6727_c0_g1_i1"	13.5664	21.1393
"TRINITY_DN6797_c0_g1_i3"	131.895	214.954
"TRINITY_DN23431_c0_g1_i1"	97.8421	134.101
"TRINITY_DN14297_c0_g1_i1"	21.9872	35.6517
"TRINITY_DN14298_c0_g1_i5"	51.6941	54.7263
"TRINITY_DN14298_c0_g1_i7"	13.6841	17.0293
"TRINITY_DN14298_c0_g1_i8"	61.0555	60.4688
"TRINITY_DN14259_c0_g1_i3"	45.5744	10.8168
"TRINITY_DN14236_c0_g1_i1"	10.2191	21.2022
"TRINITY_DN14263_c0_g2_i1"	33.7668	7.41888
"TRINITY_DN294_c0_g1_i1"	75.5247	75.6256
"TRINITY_DN268_c1_g1_i2"	88.4324	8.67406
"TRINITY_DN254_c0_g2_i1"	46.7249	0.336813
"TRINITY_DN240_c0_g1_i2"	10.7337	19.9209
"TRINITY_DN269_c0_g1_i3"	83.0532	9.8769
"TRINITY_DN269_c0_g1_i4"	221.118	52.0758
"TRINITY_DN255_c0_g2_i1"	12.3915	38.7532
"TRINITY_DN234_c0_g1_i2"	40.0726	30.9411
"TRINITY_DN234_c0_g1_i6"	32.2628	46.1618
"TRINITY_DN234_c0_g1_i7"	36.4694	66.9494
"TRINITY_DN226_c7_g1_i1"	42.8403	13.7816
"TRINITY_DN226_c7_g1_i4"	67.4406	1.64563
"TRINITY_DN215_c0_g1_i1"	41.2359	40.9517
"TRINITY_DN221_c0_g1_i2"	17.8448	35.1507
"TRINITY_DN237_c0_g3_i2"	75.1294	232.196
"TRINITY_DN214_c0_g1_i1"	43.6073	3.48035
"TRINITY_DN277_c0_g1_i3"	31.0467	90.5758
"TRINITY_DN14367_c0_g1_i1"	82.8215	81.168
"TRINITY_DN14395_c0_g1_i1"	44.6264	13.1227
"TRINITY_DN14321_c1_g1_i1"	81.6076	38.2503
"TRINITY_DN31629_c0_g1_i1"	14.5085	49.7951
"TRINITY_DN38962_c0_g1_i1"	13.8153	28.9667
"TRINITY_DN38956_c0_g1_i1"	17.183	134.522
"TRINITY_DN22634_c0_g1_i3"	19.7946	35.874
"TRINITY_DN13442_c0_g2_i2"	24.6096	94.1875
"TRINITY_DN29912_c0_g1_i2"	80.4922	83.3569
"TRINITY_DN29919_c0_g1_i1"	92.8251	78.6661
"TRINITY_DN29919_c0_g1_i3"	31.9202	17.7777
"TRINITY_DN29906_c0_g1_i1"	44.119	16.1861
"TRINITY_DN29952_c1_g1_i1"	120.035	212.651
"TRINITY_DN3999_c0_g1_i1"	31.5582	0
"TRINITY_DN3952_c0_g1_i1"	11.8476	16.5758
"TRINITY_DN3924_c0_g1_i1"	257.228	97.7562
"TRINITY_DN3906_c0_g1_i7"	32.4914	7.67362
"TRINITY_DN3988_c0_g2_i1"	25.8899	45.9133
"TRINITY_DN3903_c0_g1_i1"	9.91428	22.4831
"TRINITY_DN3994_c0_g1_i20"	71.4457	4.90583
"TRINITY_DN3992_c5_g3_i1"	96.0684	73.7615
"TRINITY_DN3942_c1_g1_i4"	28.9579	21.3893
"TRINITY_DN3982_c0_g1_i2"	69.4201	99.0383
"TRINITY_DN21805_c0_g1_i3"	40.4666	39.5124
"TRINITY_DN4086_c0_g1_i1"	56.3654	4.81627
"TRINITY_DN4034_c0_g1_i1"	35.501	60.1322
"TRINITY_DN4097_c0_g1_i1"	127.153	34.3597
